Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Madden NFL 08,Microsoft,2007,Sports,Electronic Arts,0.22,0.06,0,0.01,0.29,76,6,6,4,EA Tiburon,E
DX Game of Life,Playstation,1996,Misc,Takara,0,0,0.27,0.02,0.29,,,,,,
Starhawk,Playstation,2012,Action,Sony Computer Entertainment,0.18,0.05,0.03,0.03,0.29,77,71,7.8,188,LightBox Interactive,T
Pirates of the Caribbean,Microsoft,2003,Role-Playing,Ubisoft,0.22,0.06,0,0.01,0.29,65,30,7.4,27,Akella,T
Ace Combat: Joint Assault,Playstation,2010,Simulation,Namco Bandai Games,0.06,0.05,0.15,0.03,0.29,71,30,7.2,12,Project Aces,T
The Punisher,Microsoft,2005,Action,THQ,0.22,0.06,0,0.01,0.29,,,,,,
MLB Pennant Race,Playstation,1996,Sports,Sony Computer Entertainment,0.16,0.11,0,0.02,0.29,,,,,,
Turning Point: Fall of Liberty,Microsoft,2008,Shooter,Codemasters,0.23,0.04,0,0.02,0.29,43,44,6.8,87,Spark Unlimited,T
Shrek Super Party,Playstation,2002,Misc,TDK Mediactive,0.14,0.11,0,0.04,0.29,30,4,5.1,17,Mass Media,E
"Sakura Wars: So Long, My Love",Playstation,2005,Role-Playing,Sega,0.07,0.05,0.15,0.02,0.29,81,15,7.3,26,RED Entertainment,T
Dynasty Tactics,Playstation,2002,Strategy,Tecmo Koei,0.06,0.05,0.16,0.02,0.29,79,14,8.1,31,Koei,T
Call of Juarez: The Cartel,Playstation,2011,Shooter,Ubisoft,0.12,0.12,0,0.05,0.29,45,42,5.5,74,Techland,M
Snowboarding,Playstation,2000,Sports,Midas Interactive Entertainment,0.16,0.11,0,0.02,0.29,,,,,,
Angry Birds Star Wars,Playstation,2013,Strategy,Activision,0.1,0.14,0,0.05,0.29,49,6,3.6,23,Exient Entertainment,E
Metal Gear Solid V: Ground Zeroes,Microsoft,2014,Action,Konami Digital Entertainment,0.15,0.11,0,0.02,0.29,76,13,5.4,348,Kojima Productions,M
James Bond 007: Legends,Microsoft,2012,Shooter,Activision,0.13,0.13,0,0.03,0.29,,,,,,
Surf's Up,Playstation,2007,Sports,Ubisoft,0.14,0.11,0,0.04,0.29,60,4,tbd,,Ubisoft Montreal,E10+
Looney Tunes Racing,Playstation,2000,Racing,Infogrames,0.16,0.11,0,0.02,0.29,71,11,tbd,,Circus Freak,E
Disgaea 5: Alliance of Vengeance,Playstation,2015,Role-Playing,Nippon Ichi Software,0.11,0.08,0.06,0.04,0.29,80,43,8.1,173,Nippon Ichi Software,T
Final Fantasy X-2: International + Last Mission,Playstation,2004,Role-Playing,Square Enix,0,0,0.29,0,0.29,,,,,,
Namco Museum Vol.2,Playstation,1996,Misc,Sony Computer Entertainment,0.03,0.02,0.21,0.02,0.29,,,,,,
Rayman 3: Hoodlum Havoc,Playstation,2003,Platform,Ubisoft,0.14,0.11,0,0.04,0.29,76,21,8.6,38,Ubisoft,E
Warriors Orochi 2,Playstation,2008,Action,Tecmo Koei,0.06,0,0.22,0.01,0.29,56,14,7.5,4,Omega Force,T
Psi-Ops: The Mindgate Conspiracy,Playstation,2004,Shooter,Midway Games,0.14,0.11,0,0.04,0.29,84,46,8.9,27,Midway,M
Tomba! 2: The Evil Swine Return,Playstation,1999,Platform,Sony Computer Entertainment,0.16,0.11,0,0.02,0.29,,,,,,
Dragon Quest: Shounen Yangus to Fushigi no Dungeon,Playstation,2006,Role-Playing,Square Enix,0,0,0.29,0,0.29,,,,,,
BeatMania Append 4thMix: The beat goes on,Playstation,1999,Simulation,Konami Digital Entertainment,0,0,0.27,0.02,0.29,,,,,,
NASCAR 08,Microsoft,2007,Racing,Electronic Arts,0.26,0,0,0.02,0.29,59,29,5.2,30,EA Tiburon,E
Links 2004,Microsoft,2003,Sports,Microsoft Game Studios,0.21,0.06,0,0.01,0.29,80,41,9,9,Indie Built,E
PGA Tour 97,Playstation,1996,Sports,Electronic Arts,0.16,0.11,0,0.02,0.29,,,,,,
Majin and the Forsaken Kingdom,Playstation,2010,Adventure,Namco Bandai Games,0.09,0.13,0.01,0.05,0.29,72,49,7.9,35,Game Republic,T
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,Playstation,2016,Action,Square Enix,0,0,0.28,0,0.28,,,,,,
Monster 4x4: Masters of Metal,Playstation,2003,Racing,Ubisoft,0.14,0.11,0,0.04,0.28,48,9,8.3,13,Ubisoft,E
SingStar Country,Playstation,2008,Misc,Sony Computer Entertainment,0.14,0.11,0,0.04,0.28,75,13,tbd,,SCEE London Studio,T
VMX Racing,Playstation,1997,Racing,Playmates,0.16,0.11,0,0.02,0.28,,,,,,
Hot Shots Golf: World Invitational,Playstation,2012,Sports,Sony Computer Entertainment,0,0,0.28,0,0.28,,,7.9,9,Clap Hanz,E
Battlefield: Hardline,Microsoft,2015,Shooter,Electronic Arts,0.17,0.09,0,0.03,0.28,,,4.1,65,Visceral Games,M
Tigger's Honey Hunt,Playstation,2000,Platform,Ubisoft,0.16,0.11,0,0.02,0.28,,,,,,
The Warriors,Microsoft,2005,Action,Take-Two Interactive,0.21,0.06,0,0.01,0.28,85,55,8.2,21,Rockstar Toronto,M
Shadow Hearts,Playstation,2001,Role-Playing,Midway Games,0.09,0.07,0.1,0.02,0.28,73,24,8.8,55,Sacnoth,M
Haven: Call of the King,Playstation,N/A,Platform,Midway Games,0.14,0.11,0,0.04,0.28,69,26,6.9,15,Traveller's Tales,T
Street Hoops,Microsoft,2002,Sports,Activision,0.21,0.06,0,0.01,0.28,58,22,8,4,Black Ops Entertainment,T
R: Racing Evolution,Playstation,2003,Racing,Namco Bandai Games,0.14,0.11,0,0.04,0.28,66,35,6.2,5,Namco,T
Netsu Chu! Pro Yakyuu 2003,Playstation,2003,Sports,Namco Bandai Games,0,0,0.28,0,0.28,,,,,,
The Golden Compass,Playstation,2007,Action,Sega,0.14,0.1,0,0.05,0.28,40,17,4.8,16,Shiny Entertainment,E10+
Hatsune Miku: Project Diva f,Playstation,2013,Misc,Sega,0.08,0,0.19,0.02,0.28,73,10,8.4,108,Sega,T
Divinity: Original Sin,Playstation,2015,Role-Playing,Focus Home Interactive,0.1,0.12,0.02,0.04,0.28,,,,,,
Marvel Nemesis: Rise of the Imperfects,Microsoft,2005,Fighting,Electronic Arts,0.21,0.06,0,0.01,0.28,58,34,7.5,20,"EA Canada, Nihilistic",T
Viewtiful Joe,Playstation,2004,Action,Capcom,0.14,0.11,0,0.04,0.28,90,34,8.5,35,Clover Studio,T
DeathSmiles,Microsoft,2009,Shooter,Rising Star Games,0.15,0.06,0.05,0.02,0.28,76,29,8.4,47,Cave,T
Fable: The Journey,Microsoft,2012,Role-Playing,Microsoft Game Studios,0.18,0.08,0,0.02,0.28,61,70,4.8,80,Lionhead Studios,T
Arcade Hits: Frisky Tom,Playstation,2002,Action,Hamster Corporation,0.16,0.11,0,0.02,0.28,,,,,,
Bladestorm: The Hundred Years' War,Playstation,2007,Action,Tecmo Koei,0.1,0.03,0.14,0.02,0.28,58,23,7.9,28,Omega Force,T
SAW,Microsoft,2009,Action,Konami Digital Entertainment,0.13,0.12,0,0.03,0.28,59,39,7.4,50,Zombie Studios,M
Chromehounds,Microsoft,2006,Simulation,Sega,0.24,0,0.01,0.02,0.28,71,60,7,72,From Software,T
Harry Potter and the Sorcerer's Stone,Playstation,2003,Action,Electronic Arts,0.14,0.11,0,0.04,0.28,56,14,7.6,21,Warthog,E
Unreal Championship 2: The Liandri Conflict,Microsoft,N/A,Shooter,Midway Games,0.22,0.05,0,0.01,0.28,85,54,8.2,21,Epic Games,M
Kung Fu Chaos,Microsoft,2003,Fighting,Microsoft Game Studios,0.21,0.06,0,0.01,0.28,68,41,8.5,27,Just Add Monsters,T
Tales of the World: Radiant Mythology 3,Playstation,2011,Role-Playing,Namco Bandai Games,0,0,0.28,0,0.28,,,,,,
Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,Playstation,2002,Misc,Sammy Corporation,0,0,0.28,0,0.28,,,,,,
Jackass the Game,Playstation,2007,Action,Empire Interactive,0.14,0.11,0,0.04,0.28,58,24,6.6,14,Sidhe Interactive,M
Pirates of the Caribbean: Dead Man's Chest,Playstation,2006,Adventure,Disney Interactive Studios,0.25,0,0,0.02,0.28,52,34,8,17,Griptonite Games,T
Hannah Montana: Spotlight World Tour,Playstation,2008,Action,Disney Interactive Studios,0.12,0.02,0,0.14,0.28,,,tbd,,Avalanche Software,E
Carol Vorderman's Sudoku,Playstation,2006,Puzzle,Xplosiv,0,0.23,0,0.05,0.28,75,4,tbd,,Atomic Planet Entertainment,E
Operation Flashpoint: Red River,Microsoft,2011,Shooter,Codemasters,0.1,0.14,0.01,0.03,0.28,69,64,6.1,29,Codemasters,M
Transformers: Dark of the Moon,Microsoft,2011,Action,Activision,0.13,0.12,0,0.03,0.28,59,53,6.7,30,High Moon Studios,T
MX SuperFly featuring Ricky Carmichael,Playstation,2002,Racing,THQ,0.14,0.11,0,0.04,0.28,,,,,,
Syphon Filter: Dark Mirror,Playstation,2007,Shooter,Sony Computer Entertainment,0.14,0.11,0,0.04,0.28,70,24,7.8,12,Sony Bend,T
Conflict: Desert Storm II - Back to Bagdhad,Microsoft,2003,Shooter,SCi,0.21,0.06,0,0.01,0.28,,,,,,
Mission: Impossible - Operation Surma,Playstation,2003,Platform,Atari,0.14,0.11,0,0.04,0.28,64,30,7.8,10,Paradigm Entertainment,T
MLB 07: The Show,Playstation,2007,Sports,Sony Computer Entertainment,0.26,0,0,0.02,0.28,82,12,7.2,10,SCEA San Diego Studios,E
Driver: Parallel Lines,Playstation,2006,Racing,Atari,0.12,0.1,0.03,0.03,0.28,69,41,6.9,74,Reflections Interactive,M
Backyard Wrestling 2: There Goes the Neighborhood,Playstation,2004,Fighting,Eidos Interactive,0.14,0.11,0,0.04,0.28,46,23,4.7,10,Paradox Development,M
Dead or Alive,Playstation,1998,Fighting,Sony Computer Entertainment,0.09,0.06,0.1,0.02,0.28,84,10,8.6,18,Team Ninja,T
Dead to Rights: Retribution,Playstation,2010,Shooter,Namco Bandai Games,0.1,0.12,0.02,0.05,0.28,60,44,5.9,27,Volatile Games,M
Wild ARMs 5,Playstation,2006,Role-Playing,505 Games,0.14,0.11,0,0.04,0.28,71,26,7.5,22,Media Vision,T
Payday 2,Playstation,2015,Shooter,505 Games,0.1,0.14,0,0.05,0.28,,,,,,
NFL Blitz 20-02,Playstation,2002,Sports,Midway Games,0.14,0.11,0,0.04,0.28,76,22,8.9,15,Midway,E
El Shaddai: Ascension of the Metatron,Playstation,2011,Action,Ignition Entertainment,0.11,0.06,0.08,0.03,0.28,78,46,7.5,40,Ignition Entertainment,T
Tony Hawk: Shred,Playstation,2010,Sports,Activision,0.18,0.06,0,0.04,0.28,56,5,6.7,6,Robomodo,E
NCAA March Madness 2005,Microsoft,2004,Sports,Electronic Arts,0.21,0.06,0,0.01,0.28,80,18,7.8,4,EA Canada,E
NBA In The Zone,Playstation,1995,Sports,Konami Digital Entertainment,0.16,0.11,0,0.02,0.28,,,,,,
Alien: Isolation,Microsoft,2014,Shooter,Sega,0.15,0.1,0,0.02,0.28,,,8.2,113,Creative Assembly,M
Kenka Bancho: Badass Rumble,Playstation,2008,Action,Spike,0.06,0,0.2,0.01,0.28,70,21,7.5,6,Bullets,T
Cabela's Big Game Hunter 2012,Microsoft,2011,Sports,Activision,0.24,0.02,0,0.02,0.28,,,tbd,,Activision,T
Silent Hill 2: Restless Dreams,Microsoft,2001,Action,Konami Digital Entertainment,0.21,0.06,0,0.01,0.28,84,23,8.3,39,KCET,M
Sniper Elite 3,Playstation,2014,Shooter,505 Games,0.1,0.13,0,0.05,0.28,,,6.4,18,Rebellion,M
Soul Nomad & the World Eaters,Playstation,2007,Role-Playing,Tecmo Koei,0.14,0.11,0,0.04,0.28,,,,,,
Bass Strike,Playstation,2001,Sports,THQ,0.14,0.11,0,0.04,0.28,57,11,5.8,4,THQ,E
NHL Hitz 20-03,Playstation,2002,Sports,Midway Games,0.14,0.11,0,0.04,0.28,82,19,8.4,11,Midway,E
Bionic Commando,Microsoft,2009,Platform,Capcom,0.12,0.12,0.01,0.03,0.28,70,65,7.3,87,GRIN,M
Monopoly Streets,Microsoft,2010,Misc,Electronic Arts,0.16,0.09,0,0.02,0.28,66,18,6.6,16,Electronic Arts,E
Trivial Pursuit,Playstation,2009,Misc,Electronic Arts,0.12,0.11,0,0.05,0.28,66,13,7.1,7,EA Bright Light,E
Medieval Moves: Deadmund's Quest,Playstation,2011,Action,Sony Computer Entertainment,0.13,0.11,0,0.04,0.28,61,41,6.5,17,Zindagi Games,E10+
Thief (2014),Microsoft,2014,Action,Square Enix,0.14,0.11,0,0.02,0.28,,,,,,
Real Pool,Playstation,2000,Sports,Midas Interactive Entertainment,0.14,0.11,0,0.04,0.28,54,15,tbd,,Takara,E
Mister Mosquito,Playstation,2001,Shooter,Eidos Interactive,0.05,0.04,0.17,0.01,0.28,65,23,4.9,11,Zoom,T
Attack on Titan (KOEI),Playstation,2016,Action,Tecmo Koei,0.04,0.11,0.11,0.03,0.28,,,,,,
Rugby World Cup 2011,Microsoft,2011,Sports,505 Games,0.03,0.21,0,0.04,0.28,55,14,3.9,13,HB Studios Multimedia,E
Civilization II,Playstation,1998,Strategy,Activision,0.15,0.11,0,0.02,0.28,,,,,,
Dynasty Warriors: Gundam,Playstation,2008,Action,Namco Bandai Games,0,0,0.28,0,0.28,,,,,,
Madagascar,Microsoft,2005,Platform,Activision,0.21,0.06,0,0.01,0.28,71,28,tbd,,Toys for Bob,E10+
Virtua Fighter 5 Online,Microsoft,2007,Fighting,Sega,0.2,0.02,0.03,0.02,0.28,89,36,7.6,62,Sega AM2,T
Indiana Jones and the Staff of Kings,Playstation,2009,Action,Activision,0.11,0.01,0,0.16,0.28,55,4,7.5,13,LucasArts,T
Angry Birds Star Wars,Microsoft,2013,Strategy,Activision,0.16,0.1,0,0.02,0.28,59,3,5.6,25,Exient Entertainment,E
Deer Hunter,Playstation,2003,Sports,Atari,0.14,0.11,0,0.04,0.28,,,8.5,17,Coresoft,T
Yu-Gi-Oh! Monster Capsule Breed & Battle,Playstation,1998,Role-Playing,Konami Digital Entertainment,0,0,0.26,0.02,0.28,,,,,,
One Piece: Unlimited World Red,Playstation,2014,Action,Namco Bandai Games,0.09,0.1,0.06,0.04,0.28,71,28,7.3,46,Ganbarion,T
Warpath: Jurassic Park,Playstation,1998,Fighting,Electronic Arts,0.15,0.1,0,0.02,0.28,,,,,,
Tak and the Guardians of Gross,Playstation,2008,Action,THQ,0.14,0.11,0,0.04,0.28,,,tbd,,Blitz Games,E10+
True Crime: New York City,Microsoft,2005,Action,Activision,0.21,0.06,0,0.01,0.28,60,43,7.8,17,Exakt,M
Summer Heat Beach Volleyball,Playstation,2003,Sports,Acclaim Entertainment,0.14,0.11,0,0.04,0.28,65,21,7.7,19,Acclaim Studios Cheltenham,T
NCAA Basketball 09,Playstation,2008,Sports,Electronic Arts,0.14,0.11,0,0.04,0.28,55,4,tbd,,EA Canada,E
Myst III: Exile,Playstation,2002,Adventure,Ubisoft,0.14,0.11,0,0.04,0.28,57,9,7,4,Presto Studios,E
Armored Core: Project Phantasma,Playstation,1997,Simulation,From Software,0.06,0.04,0.15,0.02,0.28,,,,,,
Army of Two: The Devil's Cartel,Playstation,2013,Shooter,Electronic Arts,0.11,0.11,0.01,0.05,0.28,58,27,6.7,100,Visceral Games,M
FIFA Soccer 07,Microsoft,2006,Sports,Electronic Arts,0.24,0.01,0,0.02,0.28,,,,,,
Patapon 3,Playstation,2011,Misc,Sony Computer Entertainment,0.05,0.03,0.17,0.02,0.27,74,41,7.2,35,SCE Japan Studio,E
Cabela's Trophy Bucks,Playstation,2007,Sports,Activision Value,0.13,0.11,0,0.04,0.27,,,tbd,,Sand Grain Studios,T
Q-Ball: Billiards Master,Playstation,2000,Sports,Take-Two Interactive,0.13,0.1,0,0.04,0.27,65,9,tbd,,Ornith,E
Tao Feng: Fist of the Lotus,Microsoft,2003,Fighting,Microsoft Game Studios,0.21,0.06,0,0.01,0.27,65,32,6.5,8,Studio Gigante,M
Guitar Hero: Van Halen,Playstation,2009,Misc,Activision,0.14,0.09,0,0.04,0.27,59,33,4.7,9,Neversoft Entertainment,T
Shin Nippon Pro Wrestling: Toukon Retsuden 2,Playstation,1996,Fighting,Tomy Corporation,0,0,0.26,0.02,0.27,,,,,,
Resident Evil 2: Dual Shock Edition,Playstation,1998,Action,Capcom,0,0,0.26,0.02,0.27,,,,,,
Dynasty Warriors,Playstation,1997,Action,Tecmo Koei,0.09,0.06,0.11,0.02,0.27,,,,,,
Siren: Blood Curse,Playstation,2008,Action,Sony Computer Entertainment,0,0.17,0.09,0.01,0.27,78,42,8.1,87,SCE Japan Studio,M
NBA 2K12,Playstation,2011,Sports,Take-Two Interactive,0.22,0.03,0,0.03,0.27,,,5,7,Visual Concepts,E
Final Fantasy X International,Playstation,2004,Role-Playing,Square Enix,0,0,0.27,0,0.27,,,,,,
Tiny Toon Adventures: Plucky's Big Adventure,Playstation,2001,Action,Conspiracy Entertainment,0.15,0.1,0,0.02,0.27,,,,,,
NHL Hitz 20-02,Microsoft,2001,Sports,Midway Games,0.2,0.06,0,0.01,0.27,79,20,8.7,11,Black Box,E
GRID 2,Microsoft,2013,Racing,Codemasters,0.08,0.16,0,0.03,0.27,78,51,5.8,156,Codemasters,E
Trivial Pursuit,Playstation,2009,Misc,Electronic Arts,0.09,0.01,0,0.17,0.27,,,tbd,,EA Bright Light,E
Evil Dead: Hail to the King,Playstation,2000,Adventure,THQ,0.15,0.1,0,0.02,0.27,51,8,6,7,Heavy Iron Studios,M
Dragon Ball GT: Final Bout,Playstation,1997,Fighting,Namco Bandai Games,0.02,0.02,0.22,0.02,0.27,,,,,,
Burstrick: Wake Boarding!!,Playstation,2000,Sports,Natsume,0.15,0.1,0,0.02,0.27,,,,,,
Dave Mirra Freestyle BMX: Maximum Remix,Playstation,2001,Sports,Acclaim Entertainment,0.15,0.1,0,0.02,0.27,67,11,8.1,7,"Z-Axis, Ltd.",E
Rock Revolution,Microsoft,2008,Misc,Konami Digital Entertainment,0.25,0,0,0.02,0.27,38,28,5.1,17,"Zoe Mode, HB Studios Multimedia",T
Dead Rising 2: Off the Record,Microsoft,2011,Action,Capcom,0.17,0.08,0,0.02,0.27,72,48,7.5,60,Capcom Vancouver,M
Guitar Hero Live,Playstation,2015,Misc,Activision,0.11,0.12,0,0.04,0.27,,,5.1,22,"Activision, FreeStyleGames",T
Athens 2004,Playstation,2004,Sports,Sony Computer Entertainment,0.13,0.1,0,0.03,0.27,61,57,7.2,13,Eurocom Entertainment Software,E
Gunship,Playstation,1996,Simulation,Microprose,0.15,0.1,0,0.02,0.27,,,,,,
Jikkyou Powerful Pro Yakyuu Portable 4,Playstation,2009,Sports,Konami Digital Entertainment,0,0,0.27,0,0.27,,,,,,
SD Gundam G Generation Portable,Playstation,2006,Strategy,Namco Bandai Games,0,0,0.27,0,0.27,,,,,,
Pro Race Driver,Playstation,2002,Racing,Codemasters,0.13,0.1,0,0.03,0.27,81,22,8.5,20,Codemasters,T
Sydney 2000,Playstation,2000,Sports,Eidos Interactive,0.15,0.1,0,0.02,0.27,57,10,tbd,,Attention To Detail,E
Iron Man 2,Microsoft,2010,Action,Sega,0.15,0.09,0,0.03,0.27,41,35,5.9,54,Sega Studios San Francisco,T
Rocky: Legends,Playstation,2004,Action,Ubisoft,0.13,0.1,0,0.03,0.27,65,24,8.6,12,Venom Games,T
The Warriors,Playstation,2007,Action,Take-Two Interactive,0.23,0.01,0,0.02,0.27,81,36,7.8,21,"Rockstar Toronto, Rockstar Leeds",M
EyePet,Playstation,2010,Simulation,Sony Computer Entertainment,0.02,0.17,0,0.09,0.27,57,19,tbd,,SCEE London Studio,E
G-Force,Playstation,2009,Action,Disney Interactive Studios,0.12,0.01,0,0.14,0.27,,,tbd,,Eurocom Entertainment Software,E10+
RalliSport Challenge 2,Microsoft,2004,Racing,Microsoft Game Studios,0.18,0.08,0,0.01,0.27,87,69,9.1,33,Digital Illusions,E
F1 Race Stars,Microsoft,2012,Racing,Codemasters,0.07,0.17,0,0.02,0.27,64,33,5.7,22,Codemasters,E
Wave Rally,Playstation,2001,Racing,Eidos Interactive,0.13,0.1,0,0.03,0.27,62,17,tbd,,Opus,E
Sherlock Holmes: Crimes & Punishments,Playstation,2014,Adventure,Focus Home Interactive,0.09,0.14,0,0.04,0.27,,,,,,
Sengoku Basara 4,Playstation,2014,Action,Capcom,0,0,0.27,0,0.27,,,,,,
NHL 07,Microsoft,2006,Sports,Electronic Arts,0.25,0,0,0.02,0.27,79,49,5.3,167,EA Sports,E10+
Fullmetal Alchemist 2: Curse of the Crimson Elixir,Playstation,2004,Role-Playing,Square Enix,0.13,0.1,0,0.03,0.27,67,21,8.4,20,Racjin,T
NASCAR 06: Total Team Control,Microsoft,2005,Racing,Electronic Arts,0.2,0.06,0,0.01,0.27,79,25,5.9,7,EA Sports,E
BloodRayne 2,Playstation,2004,Shooter,THQ,0.13,0.1,0,0.03,0.27,70,26,8.5,21,Terminal Reality,M
Rory McIlroy PGA Tour,Microsoft,2015,Action,Electronic Arts,0.16,0.09,0,0.02,0.27,60,26,4.3,77,EA Tiburon,E
The Club,Microsoft,2008,Shooter,Sega,0.15,0.1,0,0.02,0.27,76,63,6.8,43,Bizarre Creations,M
NHL 2002,Microsoft,2001,Sports,Electronic Arts,0.2,0.06,0,0.01,0.27,89,17,8.8,5,EA Sports,E
LEGO The Hobbit,Microsoft,2014,Action,Warner Bros. Interactive Entertainment,0.13,0.12,0,0.02,0.27,69,20,6.8,36,TT Games,E10+
Lightning Returns: Final Fantasy XIII,Microsoft,2013,Role-Playing,Square Enix,0.15,0.08,0.01,0.02,0.27,69,21,6.6,222,Square Enix,T
Tiger Woods PGA Tour 07,Playstation,2006,Sports,Electronic Arts,0.2,0.04,0,0.03,0.27,78,23,tbd,,Team Fusion,E
Shadow of Rome,Playstation,2005,Action,Capcom,0.13,0.1,0,0.03,0.27,75,52,8.3,62,Capcom,M
NASCAR 2011: The Game,Playstation,2011,Racing,Activision,0.25,0,0,0.02,0.27,62,16,3.7,15,Eutechnyx,E
Harry Potter and the Order of the Phoenix,Playstation,2007,Action,Electronic Arts,0.13,0.1,0,0.03,0.27,61,17,8,28,EA Games,E10+
Stuntman: Ignition,Playstation,2007,Racing,THQ,0.13,0.1,0,0.03,0.27,71,8,6.4,8,Paradigm Entertainment,T
Gun,Microsoft,N/A,Shooter,Activision,0.24,0.01,0,0.02,0.27,75,53,7.5,57,Neversoft Entertainment,M
Fantastic 4,Microsoft,2005,Action,Activision,0.2,0.06,0,0.01,0.27,62,46,6.6,8,7 Studios,T
Rapala Pro Bass Fishing 2010,Playstation,2010,Sports,Activision,0.18,0.05,0,0.03,0.27,,,8.5,4,FUN Labs,E
Wipeout 2,Microsoft,2011,Misc,Activision,0.25,0,0,0.02,0.27,,,tbd,,Endemol,E10+
MotoGP,Playstation,2000,Racing,Namco Bandai Games,0.06,0.05,0.14,0.02,0.27,77,16,6,5,Namco,E
Shadows of the Damned,Playstation,2011,Action,Electronic Arts,0.11,0.09,0.04,0.03,0.27,77,56,8.1,124,Grasshopper Manufacture,M
LEGO Marvel's Avengers,Playstation,2016,Action,Warner Bros. Interactive Entertainment,0.1,0.12,0,0.04,0.27,,,5.5,8,TT Games,E10+
Rock Revolution,Playstation,N/A,Misc,Unknown,0.25,0,0,0.02,0.27,42,20,6.6,12,"Zoe Mode, HB Studios Multimedia",T
XGIII: Extreme G Racing,Playstation,2001,Racing,Acclaim Entertainment,0.13,0.1,0,0.03,0.27,,,,,,
NASCAR Thunder 2003,Microsoft,2002,Racing,Electronic Arts,0.2,0.06,0,0.01,0.27,84,13,tbd,,EA Sports,E
Superbike 2000,Playstation,1999,Racing,Electronic Arts,0.15,0.1,0,0.02,0.27,,,,,,
Final Fantasy XI: Ultimate Collection,Microsoft,2009,Role-Playing,Square Enix,0.25,0,0,0.02,0.27,,,tbd,,Square Enix,T
NFL Street 3,Playstation,2006,Sports,Electronic Arts,0.24,0,0,0.02,0.27,68,13,tbd,,EA Tiburon,E
Pro Evolution Soccer 2013,Playstation,2012,Sports,Konami Digital Entertainment,0,0.07,0.18,0.03,0.27,,,tbd,,Konami,E
Alundra 2: A New Legend Begins,Playstation,1999,Role-Playing,Activision,0.15,0.1,0,0.02,0.27,,,,,,
Reign of Fire,Playstation,2002,Shooter,BAM! Entertainment,0.13,0.1,0,0.03,0.27,56,16,7,4,Kuju Entertainment,M
Scooby-Doo! and the Spooky Swamp,Playstation,2010,Action,Warner Bros. Interactive Entertainment,0.08,0.11,0,0.08,0.27,,,,,,
Jikkyou Powerful Pro Yakyuu '98 Ketteiban,Playstation,1998,Sports,Konami Digital Entertainment,0,0,0.25,0.02,0.27,,,,,,
The BIGS,Microsoft,2007,Sports,Take-Two Interactive,0.18,0.08,0,0,0.27,79,23,8.4,21,Blue Castle Games,E
Initial D: Special Stage,Playstation,2003,Racing,Sega,0,0,0.27,0,0.27,,,,,,
Jurassic Park: Operation Genesis,Playstation,2003,Simulation,Konami Digital Entertainment,0.13,0.1,0,0.03,0.27,75,13,8.9,21,Blue Tongue Entertainment,T
Final Doom,Playstation,1995,Shooter,GT Interactive,0.15,0.1,0,0.02,0.27,,,,,,
NBA ShootOut 2001,Playstation,2000,Sports,Sony Computer Entertainment,0.15,0.1,0,0.02,0.27,71,10,tbd,,989 Sports,E
Knockout Kings 2002,Microsoft,2002,Sports,Electronic Arts,0.2,0.06,0,0.01,0.27,78,20,7.9,7,Electronic Arts,T
Cabela's Big Game Hunter 2010,Microsoft,2009,Sports,Activision Value,0.25,0,0,0.02,0.27,,,5.6,5,Activision,T
Battle Arena Toshinden 3,Playstation,1996,Fighting,Sony Computer Entertainment,0.06,0.04,0.14,0.02,0.27,,,,,,
Jade Cocoon: Story of the Tamamayu,Playstation,1998,Role-Playing,Crave Entertainment,0.15,0.1,0,0.02,0.27,,,,,,
InuYasha: Feudal Combat,Playstation,2005,Fighting,Namco Bandai Games,0.13,0.1,0,0.03,0.27,52,14,8.3,21,Eighting,T
R.U.S.E.,Microsoft,2010,Strategy,Ubisoft,0.12,0.11,0,0.02,0.27,78,45,7,38,Eugen Systems,T
Duel Masters,Playstation,2004,Strategy,Atari,0.13,0.1,0,0.03,0.27,66,20,8.3,6,High Voltage Software,E
Dragon Age Origins: Awakening,Playstation,2010,Role-Playing,Spike,0.24,0,0,0.02,0.27,,,,,,
Ratatouille,Microsoft,2007,Action,THQ,0.23,0.02,0,0.02,0.27,56,14,tbd,,Heavy Iron Studios,E
MotionSports: Adrenaline,Microsoft,2011,Sports,Ubisoft,0.14,0.1,0,0.03,0.27,41,8,7.4,7,Ubisoft Vancouver,E
The Dog Island,Playstation,2007,Adventure,Ubisoft,0.13,0.1,0,0.03,0.27,,,7,6,Yuke's,E
Jikkyou Powerful Pro Yakyuu 2010,Playstation,2010,Sports,Konami Digital Entertainment,0,0,0.27,0,0.27,,,,,,
NBA 07,Playstation,2006,Sports,Sony Computer Entertainment,0.24,0,0.01,0.02,0.27,63,24,6.3,10,SCEA,E
Call of Juarez: The Cartel,Microsoft,2011,Shooter,Ubisoft,0.14,0.1,0,0.03,0.27,47,62,5.7,109,Techland,M
And1 Streetball,Playstation,2006,Action,Ubisoft,0.13,0.1,0,0.03,0.27,,,,,,
Section 8,Microsoft,2009,Shooter,SouthPeak Games,0.15,0.09,0,0.02,0.27,69,49,7.3,59,TimeGate Studios,T
