Platform,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,User_Score
Microsoft,0.18,0.12,0.04,0.03,55,5.9
Playstation,0.31,0.01,0,0.05,62,8.3
Playstation,0.16,0.14,0.01,0.06,77,6.9
Nintendo,0.13,0.2,0,0.04,70,6.3
Microsoft,0.32,0.02,0,0.03,75,6.7
Playstation,0.16,0.14,0,0.07,74,3.8
Playstation,0.29,0.04,0,0.03,85,8.2
Playstation,0.09,0.18,0.01,0.1,65,7.4
Playstation,0.1,0.19,0.02,0.06,84,8.5
Nintendo,0.13,0.08,0.15,0.02,83,8.2
Nintendo,0.1,0.22,0,0.04,51,5.5
Microsoft,0.27,0.07,0.01,0.03,80,7.3
Playstation,0.03,0.28,0,0.05,85,8.7
Nintendo,0.34,0,0,0.03,66,7.1
Nintendo,0.33,0.01,0,0.03,68,6.8
Playstation,0.06,0.2,0,0.11,73,7.8
Microsoft,0.21,0.12,0.01,0.03,72,5.9
Playstation,0.04,0.27,0,0.05,85,8.1
Playstation,0.34,0,0,0.03,73,7.4
Playstation,0.17,0.13,0.02,0.04,59,7.7
Nintendo,0.12,0.21,0,0.04,73,7.7
Nintendo,0.11,0.22,0,0.04,68,7.9
Nintendo,0.32,0.02,0,0.03,56,2.7
Playstation,0.1,0.17,0,0.1,52,7.6
Microsoft,0.17,0.15,0,0.04,62,7.5
Playstation,0.09,0.07,0.18,0.02,81,9
Nintendo,0.16,0.13,0.04,0.03,79,8.5
Nintendo,0.16,0.16,0,0.04,79,8.3
Nintendo,0.19,0.02,0.13,0.02,55,5.7
Nintendo,0.25,0.09,0,0.03,73,7.4
Playstation,0.33,0,0,0.03,81,7.5
Playstation,0.3,0.01,0,0.05,71,8
Playstation,0.34,0,0,0.03,75,7.9
Microsoft,0.31,0.04,0,0.01,82,8.8
Nintendo,0.16,0.12,0.06,0.03,67,8.3
Playstation,0.08,0.06,0.21,0.02,48,7.9
Nintendo,0.3,0.03,0,0.03,87,8.6
Playstation,0.18,0.14,0,0.05,58,7.8
Nintendo,0.27,0.02,0.04,0.03,85,8.7
Nintendo,0.22,0.11,0,0.03,76,8.8
Nintendo,0.17,0.1,0.07,0.03,69,7.4
Playstation,0.13,0.17,0,0.06,59,6.4
Microsoft,0.24,0.09,0.01,0.03,68,6.3
Playstation,0.18,0.14,0,0.05,83,8.1
Playstation,0.18,0.14,0,0.05,53,6
Playstation,0.18,0.14,0,0.05,50,7
Nintendo,0.12,0.02,0.21,0.01,73,7.9
Playstation,0.12,0.17,0.01,0.06,71,7.4
Playstation,0.11,0.09,0.14,0.03,77,8.5
Playstation,0.18,0.14,0,0.05,60,7.1
Nintendo,0.26,0.1,0,0.01,72,9.3
Playstation,0.14,0.11,0.08,0.04,70,8.5
Microsoft,0.21,0.08,0.04,0.03,86,8.5
Microsoft,0.27,0.08,0,0.01,84,8.7
Nintendo,0.3,0.03,0,0.03,49,6.2
Nintendo,0.31,0.02,0,0.03,63,7.1
Playstation,0.2,0.14,0,0.02,54,6.3
Microsoft,0.27,0.08,0,0.01,81,7.5
Playstation,0.17,0.01,0.16,0.02,80,8.4
Playstation,0.17,0.13,0,0.06,73,6.8
Microsoft,0.27,0.08,0,0.01,91,8.9
Playstation,0.18,0.14,0,0.05,59,8.7
Microsoft,0.24,0.08,0,0.03,76,7.6
Nintendo,0.3,0.03,0,0.03,60,5.9
Nintendo,0.08,0.04,0.23,0.01,57,4.8
Playstation,0.18,0.14,0,0.05,72,8.2
Microsoft,0.17,0.16,0,0.03,83,7.7
Playstation,0.07,0.18,0,0.1,53,5.5
Microsoft,0.27,0.08,0,0.01,77,7.2
Playstation,0.17,0.14,0,0.05,45,5.3
Nintendo,0.2,0.12,0,0.03,31,2.7
Microsoft,0.25,0.1,0,0.01,49,5.4
Nintendo,0.3,0.01,0.02,0.03,81,8.7
Playstation,0.04,0.02,0.27,0.01,69,7.5
Playstation,0.08,0.06,0.19,0.02,76,7.6
Microsoft,0.21,0.12,0,0.03,77,6.2
Playstation,0.21,0.09,0.01,0.04,85,8.4
Playstation,0,0.26,0,0.09,69,6.9
Playstation,0.17,0.13,0,0.05,63,8.3
Nintendo,0.07,0.24,0,0.04,81,9.1
Playstation,0.18,0.12,0,0.05,59,6
Playstation,0.2,0.11,0,0.05,73,7.2
Nintendo,0.32,0.01,0,0.03,79,6.8
Playstation,0.15,0.11,0.05,0.04,71,8.6
Playstation,0.17,0.13,0,0.04,56,5.3
Playstation,0.03,0.02,0.28,0.02,83,8.4
Playstation,0.06,0.21,0.03,0.05,48,3.8
Nintendo,0.19,0.13,0,0.03,85,7.1
Playstation,0.11,0.13,0.07,0.05,66,7.8
Nintendo,0.25,0.09,0,0.01,39,5.8
Nintendo,0.33,0,0,0.03,67,8.2
Microsoft,0.17,0.15,0,0.03,80,8.4
Playstation,0.17,0.13,0,0.04,65,6.6
Microsoft,0.23,0.09,0,0.02,79,7
Playstation,0.19,0.1,0,0.06,59,6.9
Microsoft,0.13,0.18,0,0.04,48,5
Playstation,0.09,0.07,0.16,0.02,87,8.7
Nintendo,0.32,0,0,0.02,27,4.8
Playstation,0.17,0.13,0,0.04,70,6.9
Microsoft,0.11,0.2,0,0.04,68,5.6
Microsoft,0.19,0.12,0,0.03,71,5.1
Playstation,0.17,0.13,0,0.04,85,8.7
Playstation,0.11,0.16,0.02,0.05,69,4.7
Microsoft,0.2,0.11,0,0.03,63,6.6
Playstation,0.17,0.13,0,0.04,83,9.1
Playstation,0.17,0.13,0,0.04,81,8.9
Microsoft,0.2,0.12,0,0.03,77,7.5
Playstation,0.1,0.08,0.15,0.03,59,7.8
Playstation,0.23,0.07,0,0.04,60,6.4
Playstation,0.19,0.13,0,0.02,86,8.9
Playstation,0.32,0,0,0.03,83,8.5
Playstation,0.17,0.13,0,0.04,35,4.1
Playstation,0.03,0.26,0,0.05,81,7.9
Nintendo,0.2,0.11,0,0.03,85,6.7
Microsoft,0.3,0.01,0,0.03,69,6.3
Playstation,0.11,0.09,0.12,0.03,62,9.1
Nintendo,0.22,0.09,0.01,0.03,69,3.4
Playstation,0.11,0.18,0,0.06,57,5.6
Playstation,0.19,0.13,0,0.02,89,8.5
Nintendo,0.23,0.08,0,0.03,74,5.2
Microsoft,0.18,0.14,0,0.03,75,7.2
Playstation,0.14,0.15,0,0.06,73,8.7
Microsoft,0.19,0.11,0.01,0.03,83,7.5
Nintendo,0.25,0.09,0,0.01,73,6.6
Playstation,0.08,0.06,0.19,0.02,77,9.1
Nintendo,0.16,0.15,0,0.04,61,5.8
Playstation,0.17,0.13,0,0.04,65,8.6
Nintendo,0.22,0.02,0.08,0.02,75,7.6
Playstation,0.07,0.03,0,0.25,72,8.3
Microsoft,0.26,0.07,0,0.01,78,8.8
Microsoft,0.23,0.09,0,0.03,75,7.1
Playstation,0.17,0.13,0,0.04,65,8.1
Playstation,0.11,0.17,0,0.06,45,4.3
Nintendo,0.28,0.01,0.03,0.03,80,8
Microsoft,0.22,0.11,0,0.01,70,6.5
Microsoft,0.13,0.18,0,0.03,91,7.9
Nintendo,0.31,0,0,0.02,67,7.6
Playstation,0.25,0.05,0,0.04,54,6.7
Nintendo,0.29,0.02,0,0.03,69,7.3
Microsoft,0.27,0.02,0.02,0.03,56,7.3
Playstation,0.13,0.15,0,0.05,69,7.2
Playstation,0.17,0.13,0,0.04,60,6.3
Microsoft,0.25,0.07,0,0.01,75,8.6
Playstation,0.09,0.07,0.15,0.04,59,7.2
Microsoft,0.28,0.03,0,0.03,85,7.3
Nintendo,0.22,0.09,0,0.03,77,7.9
Nintendo,0.24,0.09,0,0.01,47,6.8
Microsoft,0.28,0.03,0,0.03,79,8.1
Playstation,0.14,0.03,0.15,0.02,62,7
Playstation,0.13,0.15,0.01,0.05,60,6.2
Nintendo,0.28,0,0.03,0.02,82,8.7
Playstation,0.04,0.03,0.25,0.01,52,6.5
Playstation,0.14,0.01,0.16,0.02,75,7.1
Playstation,0.16,0.13,0,0.04,69,6.8
Microsoft,0.25,0.07,0,0.01,61,6.6
Microsoft,0.29,0.02,0,0.03,58,5.3
Playstation,0.28,0,0.02,0.03,75,8.2
Microsoft,0.21,0.11,0,0.01,66,6
Playstation,0.29,0.02,0,0.03,88,7.7
Playstation,0.08,0.14,0.08,0.04,77,8.3
Nintendo,0.24,0.09,0,0.01,72,8.1
Playstation,0.19,0.08,0,0.06,78,5.8
Nintendo,0.22,0,0.09,0.02,78,8.6
Playstation,0.31,0,0,0.03,75,7.8
Playstation,0.21,0,0.1,0.02,87,8.2
Microsoft,0.19,0.11,0,0.03,44,5.4
Nintendo,0.3,0.01,0,0.03,64,6.4
Playstation,0.13,0.15,0,0.05,51,5.8
Microsoft,0.25,0.07,0,0.01,69,7.7
Playstation,0.14,0.12,0,0.08,65,8.3
Playstation,0.12,0.1,0.08,0.03,91,9.1
Microsoft,0.25,0.07,0,0.01,84,7.6
Microsoft,0.23,0.06,0.01,0.03,79,8.2
Microsoft,0.15,0.14,0,0.04,63,6.2
Microsoft,0.14,0.14,0.02,0.03,68,6.8
Nintendo,0.3,0.01,0,0.03,62,7.6
Playstation,0.16,0.13,0,0.04,77,8.4
Playstation,0.05,0.18,0.03,0.07,52,6
Playstation,0.16,0.13,0,0.04,59,6.7
Microsoft,0.12,0.18,0,0.03,70,6.2
Playstation,0.27,0.01,0.02,0.03,80,8
Playstation,0.16,0.13,0,0.04,79,7.5
Nintendo,0.17,0.06,0.09,0.01,74,8.6
Microsoft,0.26,0.06,0,0.01,83,9
Playstation,0.05,0.04,0.23,0.01,59,9
Nintendo,0.14,0.01,0.16,0.01,86,8.2
Microsoft,0.29,0.01,0,0.03,78,8.6
Playstation,0.26,0.04,0,0.03,60,5.4
Playstation,0.09,0.07,0.15,0.02,84,6.4
Playstation,0.1,0.08,0.12,0.03,69,7.6
Nintendo,0.19,0.02,0.09,0.02,75,8.5
Nintendo,0.12,0.03,0.16,0.02,61,6.6
Playstation,0.16,0.13,0,0.04,84,8.9
Playstation,0.16,0.13,0,0.04,66,8.8
Microsoft,0.12,0.13,0.06,0.03,74,7.7
Nintendo,0.17,0.13,0,0.03,47,6.6
Playstation,0.3,0,0,0.02,83,8.4
Nintendo,0.24,0.09,0,0.01,62,7.7
Nintendo,0.24,0.09,0,0.01,55,7.8
Nintendo,0.29,0.01,0,0.03,74,8.1
Playstation,0.15,0.12,0,0.05,66,7.1
Nintendo,0.28,0.02,0,0.02,70,8.3
Playstation,0.09,0.07,0.14,0.03,72,8.2
Microsoft,0.27,0.04,0,0.02,26,3.7
Microsoft,0.24,0.07,0,0.01,71,5.7
Microsoft,0.19,0.11,0,0.03,45,5.8
Nintendo,0.29,0.01,0,0.03,60,7.6
Nintendo,0.17,0.13,0,0.03,65,8.2
Nintendo,0.15,0.15,0,0.03,41,4.6
Playstation,0.16,0.12,0,0.04,69,7.8
Microsoft,0.17,0.11,0.01,0.03,76,7.4
Nintendo,0.22,0.01,0.08,0.02,75,7.4
Playstation,0.25,0.04,0,0.03,75,6.3
Nintendo,0.16,0.04,0.1,0.02,80,8.5
Microsoft,0.25,0.04,0,0.03,66,6.1
Playstation,0.13,0.14,0,0.06,44,5.6
Playstation,0.16,0.12,0,0.04,77,8.3
Microsoft,0.2,0.1,0,0.03,66,5.8
Microsoft,0.28,0.03,0,0.01,89,8.9
Nintendo,0.25,0.05,0,0.03,50,5.2
Playstation,0.1,0.17,0,0.06,72,7.4
Microsoft,0.22,0.08,0,0.02,68,7.3
Playstation,0.11,0.08,0.1,0.03,72,7.1
Microsoft,0.18,0.11,0,0.03,67,7.2
Microsoft,0.19,0.04,0.08,0.02,79,7.9
Playstation,0.11,0.07,0.12,0.02,82,9.3
Microsoft,0.19,0.08,0.03,0.03,76,7.9
Playstation,0.08,0.06,0.15,0.02,85,6.9
Microsoft,0.15,0.14,0,0.03,75,7.2
Microsoft,0.3,0,0,0.02,74,8.8
Playstation,0.11,0.13,0,0.08,67,7.6
Playstation,0.16,0.12,0,0.04,74,8.4
Microsoft,0.28,0.01,0,0.03,75,7.2
Microsoft,0.14,0.02,0.15,0.02,73,7
Playstation,0.14,0.13,0,0.05,43,5.7
Playstation,0.16,0.12,0,0.04,79,8.4
Nintendo,0.21,0.01,0.08,0.02,58,7.5
Playstation,0.08,0.18,0,0.06,63,6.9
Playstation,0.18,0.12,0,0.02,85,7.8
Playstation,0.06,0.14,0.07,0.05,67,6.3
Playstation,0.09,0.15,0,0.08,55,5.7
Playstation,0.16,0.12,0,0.04,59,8.5
Playstation,0.15,0.1,0.03,0.04,70,4.8
Microsoft,0.24,0.05,0,0.02,76,7.7
Playstation,0.16,0.12,0,0.04,82,7.8
Playstation,0.12,0.13,0,0.08,49,6
Playstation,0.16,0.12,0,0.04,68,8
Playstation,0.16,0.12,0,0.04,78,8.3
Microsoft,0.27,0.03,0,0.03,79,7.3
Playstation,0.26,0.03,0,0.03,70,7.5
Playstation,0.2,0.04,0.05,0.03,75,8.2
Playstation,0.09,0.16,0.02,0.05,59,6.9
Playstation,0.14,0.13,0,0.05,79,7.6
Microsoft,0.24,0.07,0,0.01,87,7.9
Playstation,0.16,0.12,0,0.04,72,8.6
Microsoft,0.24,0.07,0,0.01,74,8.8
Microsoft,0.14,0.14,0,0.03,63,6.9
Microsoft,0.23,0.04,0.02,0.02,82,8
Playstation,0.29,0,0,0.02,58,8.7
Microsoft,0.24,0.07,0,0.01,81,7.9
Microsoft,0.28,0.01,0,0.02,63,7.4
Playstation,0.08,0.06,0.16,0.02,72,8.7
Playstation,0.15,0.12,0,0.04,52,7.2
Playstation,0.1,0.02,0,0.2,87,6.4
Playstation,0.07,0.04,0.17,0.03,53,5.5
Playstation,0.15,0.11,0,0.05,63,6.6
Playstation,0.15,0.03,0.1,0.03,82,8.2
Playstation,0,0,0.32,0,71,8.8
Microsoft,0.22,0.08,0,0.01,80,9.3
Microsoft,0.27,0.02,0,0.02,65,6.3
Playstation,0,0.24,0,0.07,50,5.6
Playstation,0.06,0.19,0,0.06,61,5.6
Playstation,0.11,0.15,0,0.06,72,7.6
Microsoft,0.23,0.04,0.02,0.02,85,8.7
Playstation,0.29,0,0,0.02,77,7.5
Microsoft,0.24,0.07,0,0.01,70,8.9
Nintendo,0.12,0,0.19,0.01,77,8
Microsoft,0.17,0.11,0,0.03,64,6.8
Nintendo,0.29,0,0,0.02,58,8.1
Nintendo,0.22,0.08,0,0.01,70,6.6
Microsoft,0.23,0.07,0,0.01,72,7.8
Playstation,0.15,0.12,0,0.04,59,7.9
Nintendo,0.27,0.02,0,0.02,73,8.4
Playstation,0.18,0.01,0.1,0.03,58,8.1
Playstation,0.1,0,0.19,0.02,61,7.7
Microsoft,0.2,0.06,0.03,0.02,82,7.9
Microsoft,0.23,0.07,0,0.01,73,7.3
Nintendo,0.08,0.15,0.06,0.03,49,4.8
Microsoft,0.23,0.07,0,0.01,78,6.6
Nintendo,0.19,0.09,0,0.03,68,7.4
Nintendo,0.16,0.01,0.12,0.01,79,8.8
Nintendo,0.19,0.09,0,0.03,32,3.6
Playstation,0.13,0.12,0,0.06,82,8.6
Microsoft,0.16,0.12,0,0.03,62,7.2
Microsoft,0.09,0.18,0,0.04,66,7
Playstation,0.06,0.16,0.06,0.04,76,7.1
Playstation,0.17,0.12,0,0.02,26,3.8
Microsoft,0.23,0.07,0,0.01,85,8.6
Nintendo,0.18,0.1,0,0.03,65,3.6
Playstation,0.17,0.08,0,0.05,81,3.3
Microsoft,0.19,0.09,0,0.03,59,6
Playstation,0.04,0.17,0,0.09,69,8.1
Playstation,0.27,0.01,0,0.03,79,8.3
Microsoft,0.23,0.07,0,0.01,81,6.8
Playstation,0.09,0.15,0.01,0.05,41,1.7
Nintendo,0.22,0.08,0,0.01,81,9
Playstation,0.28,0,0,0.03,67,5.6
Nintendo,0.11,0.1,0.08,0.02,73,8
Nintendo,0.14,0.13,0,0.03,58,2.1
Microsoft,0.28,0,0,0.02,71,7.4
Microsoft,0.09,0.19,0,0.03,73,6
Microsoft,0.24,0.05,0,0.01,74,7.4
Nintendo,0.17,0.01,0.11,0.02,78,8.9
Microsoft,0.08,0.2,0,0.03,82,6.9
Playstation,0.15,0.12,0,0.04,73,8.5
Playstation,0.15,0.12,0,0.04,52,6.5
Playstation,0.15,0.12,0,0.04,49,6.1
Microsoft,0.24,0.05,0,0.02,58,6
Microsoft,0.23,0.07,0,0.01,32,2.4
Playstation,0.17,0.12,0,0.02,66,7.2
Playstation,0.1,0.1,0.06,0.04,54,5.3
Playstation,0.15,0.12,0,0.04,59,7.8
Playstation,0.15,0.12,0,0.04,54,5.8
Playstation,0.28,0,0,0.02,73,6.2
Nintendo,0.25,0.03,0,0.02,73,7.8
Nintendo,0.22,0.08,0,0.01,62,7.3
Microsoft,0.23,0.07,0,0.01,76,8.3
Nintendo,0.22,0.08,0,0.01,27,8.9
Nintendo,0.28,0,0.01,0.02,83,8.4
Nintendo,0.22,0.08,0,0.01,72,7.5
Playstation,0.21,0.05,0,0.04,66,4.5
Microsoft,0.29,0,0,0.02,62,4.1
Playstation,0.14,0,0.14,0.03,83,8.3
Nintendo,0.08,0.13,0.08,0.02,68,6.8
Playstation,0.15,0.12,0,0.04,65,8.2
Nintendo,0.22,0.08,0,0.01,36,3.8
Playstation,0.15,0.12,0,0.04,61,8.5
Microsoft,0.21,0.07,0,0.03,81,8.5
Playstation,0.25,0,0,0.06,75,7.3
Playstation,0.15,0.12,0,0.04,62,8.2
Playstation,0.17,0.06,0.04,0.03,77,8.2
Nintendo,0.14,0.07,0.07,0.02,53,5.5
Microsoft,0.13,0.07,0.07,0.02,69,7
Playstation,0.05,0.04,0.19,0.01,77,8.9
Microsoft,0.01,0.27,0,0.02,79,6.6
Nintendo,0.21,0.08,0,0.01,48,5.9
Microsoft,0.26,0,0.02,0.02,63,5.8
Microsoft,0.18,0.09,0,0.03,61,7.5
Playstation,0.15,0.11,0,0.04,90,8.2
Nintendo,0,0,0.3,0,46,7.3
Playstation,0.17,0.11,0,0.02,74,5.3
Playstation,0.24,0.02,0,0.03,77,7.9
Playstation,0.15,0.11,0,0.04,73,8.6
Playstation,0.1,0.07,0.1,0.03,62,5.3
Nintendo,0.16,0.04,0.08,0.02,76,8.9
Microsoft,0.15,0.06,0.06,0.02,60,7.4
Playstation,0.09,0.13,0.01,0.07,73,7.5
Microsoft,0.28,0,0,0.02,65,7.7
Playstation,0.15,0.11,0,0.04,55,6.1
Playstation,0.15,0.11,0,0.04,74,8
Playstation,0.02,0.01,0,0.27,68,8
Playstation,0,0,0.3,0,49,7
Playstation,0.14,0.11,0,0.04,77,9.5
Microsoft,0.22,0.06,0,0.01,56,8.4
Playstation,0.27,0,0,0.02,72,7
Microsoft,0.14,0.13,0,0.02,76,7
Playstation,0.01,0.23,0,0.05,52,7.4
Microsoft,0.22,0.06,0,0.01,48,4.4
Nintendo,0.26,0.01,0,0.02,70,6.5
Nintendo,0.19,0,0.09,0.01,85,9
Playstation,0.14,0.11,0,0.05,70,7.3
Microsoft,0.24,0.03,0,0.02,68,6.8
Playstation,0.14,0.11,0,0.04,71,8.6
Nintendo,0.24,0.03,0,0.02,72,8.7
Microsoft,0.26,0.01,0,0.02,60,6.3
Microsoft,0.16,0.1,0,0.03,57,5.8
Nintendo,0.23,0.04,0,0.02,74,8
Nintendo,0.21,0.08,0,0.01,77,8.2
Microsoft,0.25,0.02,0,0.02,74,5.4
Microsoft,0.22,0.06,0,0.01,72,6.9
Nintendo,0.16,0.1,0,0.03,67,5.2
Microsoft,0.12,0.14,0,0.03,73,8.4
Playstation,0.14,0.11,0,0.04,66,7.7
Playstation,0.26,0.01,0,0.03,87,9
Nintendo,0.19,0,0.08,0.01,69,7.3
Microsoft,0.2,0.07,0,0.03,61,6.8
Microsoft,0.27,0,0,0.02,64,5.6
Nintendo,0.1,0.16,0,0.03,60,7.6
Playstation,0.09,0.06,0.11,0.03,58,6
Nintendo,0.14,0.1,0.02,0.02,87,8.8
Playstation,0.11,0.07,0.07,0.03,64,7.3
Microsoft,0.13,0.1,0.04,0.02,67,8.3
Nintendo,0.24,0.03,0,0.02,60,5.4
Microsoft,0.22,0.06,0,0.01,72,8.1
Playstation,0.14,0.11,0,0.05,60,5.7
Playstation,0,0.22,0.04,0.04,72,6.6
Playstation,0.14,0.1,0.01,0.04,61,7.1
Playstation,0.14,0.11,0,0.04,68,8.5
Microsoft,0.16,0.1,0,0.03,82,8.2
Playstation,0.14,0.11,0,0.04,58,7.3
Playstation,0.13,0.1,0,0.06,74,8.2
Nintendo,0.21,0.08,0,0.01,69,8
Nintendo,0.23,0.03,0,0.02,69,8.8
Playstation,0.14,0.11,0,0.04,76,8.4
Nintendo,0.24,0.02,0,0.02,70,7.7
Nintendo,0.15,0.01,0.12,0.01,70,8.1
Playstation,0.25,0.01,0,0.02,84,8.2
Microsoft,0.22,0.06,0,0.01,76,6
Nintendo,0.22,0.04,0.01,0.02,77,8
Playstation,0.18,0.05,0.03,0.03,77,7.8
Microsoft,0.22,0.06,0,0.01,65,7.4
Nintendo,0.06,0.2,0,0.03,68,3.7
Playstation,0.06,0.05,0.15,0.03,71,7.2
Nintendo,0.26,0.01,0,0.02,68,8.5
Microsoft,0.23,0.04,0,0.02,43,6.8
Nintendo,0.17,0.09,0,0.03,47,6.3
Playstation,0.14,0.11,0,0.04,30,5.1
Nintendo,0.23,0,0.04,0.02,83,8.4
Playstation,0.07,0.05,0.15,0.02,81,7.3
Playstation,0.06,0.05,0.16,0.02,79,8.1
Playstation,0.12,0.12,0,0.05,45,5.5
Playstation,0.1,0.14,0,0.05,49,3.6
Microsoft,0.15,0.11,0,0.02,76,5.4
Nintendo,0.26,0,0,0.02,71,6.2
Playstation,0.11,0.08,0.06,0.04,80,8.1
Nintendo,0.06,0.01,0.2,0.01,65,8.8
Playstation,0.14,0.11,0,0.04,76,8.6
Playstation,0.06,0,0.22,0.01,56,7.5
Nintendo,0.17,0,0.1,0.02,75,8.1
Playstation,0.14,0.11,0,0.04,84,8.9
Nintendo,0.15,0.07,0.05,0.02,61,6.5
Microsoft,0.26,0,0,0.02,59,5.2
Microsoft,0.21,0.06,0,0.01,80,9
Playstation,0.09,0.13,0.01,0.05,72,7.9
Nintendo,0.17,0.09,0,0.03,86,7.7
Nintendo,0.2,0.08,0,0.01,72,5.7
Nintendo,0.08,0.03,0.17,0.01,76,8.1
Playstation,0.14,0.11,0,0.04,48,8.3
Nintendo,0.2,0.08,0,0.01,69,8.2
Microsoft,0.21,0.06,0,0.01,85,8.2
Playstation,0.09,0.07,0.1,0.02,73,8.8
Nintendo,0.24,0.03,0,0.02,72,8.5
Playstation,0.14,0.11,0,0.04,69,6.9
Microsoft,0.21,0.06,0,0.01,58,8
Playstation,0.14,0.11,0,0.04,66,6.2
Playstation,0.14,0.1,0,0.05,40,4.8
Playstation,0.08,0,0.19,0.02,73,8.4
Microsoft,0.21,0.06,0,0.01,58,7.5
Nintendo,0,0,0.28,0.01,92,8.4
Playstation,0.14,0.11,0,0.04,90,8.5
Microsoft,0.15,0.06,0.05,0.02,76,8.4
Microsoft,0.18,0.08,0,0.02,61,4.8
Playstation,0.1,0.03,0.14,0.02,58,7.9
Microsoft,0.13,0.12,0,0.03,59,7.4
Microsoft,0.24,0,0.01,0.02,71,7
Playstation,0.14,0.11,0,0.04,56,7.6
Microsoft,0.22,0.05,0,0.01,85,8.2
Microsoft,0.21,0.06,0,0.01,68,8.5
Nintendo,0.25,0.01,0,0.02,57,6.7
Playstation,0.14,0.11,0,0.04,58,6.6
Playstation,0.25,0,0,0.02,52,8
Microsoft,0.1,0.14,0.01,0.03,69,6.1
Microsoft,0.13,0.12,0,0.03,59,6.7
Nintendo,0.26,0,0,0.02,56,7
Nintendo,0.15,0.11,0,0.03,69,7.3
Playstation,0.14,0.11,0,0.04,70,7.8
Playstation,0.14,0.11,0,0.04,64,7.8
Playstation,0.26,0,0,0.02,82,7.2
Playstation,0.12,0.1,0.03,0.03,69,6.9
Nintendo,0.16,0,0.1,0.02,76,8.3
Playstation,0.14,0.11,0,0.04,46,4.7
Nintendo,0.13,0.12,0,0.03,50,5.2
Playstation,0.09,0.06,0.1,0.02,84,8.6
Playstation,0.1,0.12,0.02,0.05,60,5.9
Playstation,0.14,0.11,0,0.04,71,7.5
Playstation,0.14,0.11,0,0.04,76,8.9
Playstation,0.11,0.06,0.08,0.03,78,7.5
Playstation,0.18,0.06,0,0.04,56,6.7
Microsoft,0.21,0.06,0,0.01,80,7.8
Playstation,0.06,0,0.2,0.01,70,7.5
Microsoft,0.21,0.06,0,0.01,84,8.3
Nintendo,0.17,0,0.08,0.02,71,7.1
Playstation,0.14,0.11,0,0.04,57,5.8
Playstation,0.14,0.11,0,0.04,82,8.4
Microsoft,0.12,0.12,0.01,0.03,70,7.3
Microsoft,0.16,0.09,0,0.02,66,6.6
Playstation,0.12,0.11,0,0.05,66,7.1
Playstation,0.13,0.11,0,0.04,61,6.5
Playstation,0.05,0.04,0.17,0.01,65,4.9
Microsoft,0.03,0.21,0,0.04,55,3.9
Microsoft,0.2,0.02,0.03,0.02,89,7.6
Playstation,0.11,0.01,0,0.16,55,7.5
Microsoft,0.16,0.1,0,0.02,59,5.6
Playstation,0.09,0.1,0.06,0.04,71,7.3
Microsoft,0.21,0.06,0,0.01,60,7.8
Playstation,0.14,0.11,0,0.04,65,7.7
Nintendo,0.23,0.02,0,0.02,56,5.8
Nintendo,0.2,0.07,0,0,91,9.1
Playstation,0.14,0.11,0,0.04,57,7
Nintendo,0.13,0,0.14,0.01,80,8.7
Playstation,0.11,0.11,0.01,0.05,58,6.7
Playstation,0.05,0.03,0.17,0.02,74,7.2
Nintendo,0.11,0.14,0,0.03,75,8.3
Microsoft,0.21,0.06,0,0.01,65,6.5
Playstation,0.14,0.09,0,0.04,59,4.7
Nintendo,0.24,0.01,0,0.02,71,6.4
Playstation,0,0.17,0.09,0.01,78,8.1
Microsoft,0.2,0.06,0,0.01,79,8.7
Microsoft,0.08,0.16,0,0.03,78,5.8
Playstation,0.15,0.1,0,0.02,51,6
Nintendo,0.11,0.12,0.01,0.03,64,3.6
Playstation,0.15,0.1,0,0.02,67,8.1
Microsoft,0.25,0,0,0.02,38,5.1
Microsoft,0.17,0.08,0,0.02,72,7.5
Nintendo,0.25,0,0,0.02,41,5.4
Playstation,0.13,0.1,0,0.03,61,7.2
Playstation,0.13,0.1,0,0.03,81,8.5
Microsoft,0.15,0.09,0,0.03,41,5.9
Playstation,0.13,0.1,0,0.03,65,8.6
Playstation,0.23,0.01,0,0.02,81,7.8
Microsoft,0.18,0.08,0,0.01,87,9.1
Nintendo,0.16,0,0.1,0.01,71,7.1
Microsoft,0.07,0.17,0,0.02,64,5.7
Nintendo,0.13,0.12,0,0.02,60,5.4
Microsoft,0.25,0,0,0.02,79,5.3
Nintendo,0.19,0.07,0,0,73,7.5
Playstation,0.13,0.1,0,0.03,67,8.4
Microsoft,0.2,0.06,0,0.01,79,5.9
Playstation,0.13,0.1,0,0.03,70,8.5
Microsoft,0.16,0.09,0,0.02,60,4.3
Microsoft,0.15,0.1,0,0.02,76,6.8
Microsoft,0.2,0.06,0,0.01,89,8.8
Microsoft,0.13,0.12,0,0.02,69,6.8
Microsoft,0.15,0.08,0.01,0.02,69,6.6
Playstation,0.13,0.1,0,0.03,75,8.3
Playstation,0.25,0,0,0.02,62,3.7
Playstation,0.13,0.1,0,0.03,61,8
Nintendo,0.14,0.1,0,0.02,41,6.5
Playstation,0.13,0.1,0,0.03,71,6.4
Microsoft,0.24,0.01,0,0.02,75,7.5
Nintendo,0.23,0.02,0,0.02,62,5.8
Microsoft,0.2,0.06,0,0.01,62,6.6
Playstation,0.06,0.05,0.14,0.02,77,6
