"","Platform","Genre","Publisher","Global_Sales"
"8957","DS","Shooter","Vivendi Games","[0.09,0.33)"
"8958","XB","Misc","Sega","[0.09,0.33)"
"8959","PS","Role-Playing","Atlus","[0.09,0.33)"
"8960","DS","Platform","505 Games","[0.09,0.33)"
"8961","PC","Shooter","Sega","[0.09,0.33)"
"8962","PS3","Sports","Sony Computer Entertainment","[0.09,0.33)"
"8963","DS","Misc","Namco Bandai Games","[0.09,0.33)"
"8964","3DS","Misc","Namco Bandai Games","[0.09,0.33)"
"8965","Wii","Sports","Black Bean Games","[0.09,0.33)"
"8966","DS","Sports","Atari","[0.09,0.33)"
"8967","PS","Racing","Sony Computer Entertainment","[0.09,0.33)"
"8968","GBA","Misc","Vivendi Games","[0.09,0.33)"
"8969","GC","Shooter","Ubisoft","[0.09,0.33)"
"8970","PS","Simulation","Konami Digital Entertainment","[0.09,0.33)"
"8971","X360","Action","Activision","[0.09,0.33)"
"8972","XB","Racing","Eidos Interactive","[0.09,0.33)"
"8973","DS","Misc","Activision","[0.09,0.33)"
"8974","PSP","Role-Playing","Namco Bandai Games","[0.09,0.33)"
"8975","PS2","Racing","Sony Computer Entertainment","[0.09,0.33)"
"8976","PSP","Role-Playing","Unknown","[0.09,0.33)"
"8977","DS","Misc","Electronic Arts","[0.09,0.33)"
"8978","PS2","Sports","Acclaim Entertainment","[0.09,0.33)"
"8979","DS","Puzzle","The Adventure Company","[0.09,0.33)"
"8980","DS","Sports","Electronic Arts","[0.09,0.33)"
"8981","SAT","Fighting","Namco Bandai Games","[0.09,0.33)"
"8982","GBA","Misc","Sega","[0.09,0.33)"
"8983","GBA","Role-Playing","Konami Digital Entertainment","[0.09,0.33)"
"8984","X360","Racing","THQ","[0.09,0.33)"
"8985","Wii","Strategy","Namco Bandai Games","[0.09,0.33)"
"8986","DS","Misc","THQ","[0.09,0.33)"
"8987","XB","Fighting","Zoo Digital Publishing","[0.09,0.33)"
"8988","PS","Role-Playing","Sony Computer Entertainment","[0.09,0.33)"
"8989","PSV","Action","Tecmo Koei","[0.09,0.33)"
"8990","DS","Action","Activision","[0.09,0.33)"
"8991","GBA","Action","Crave Entertainment","[0.09,0.33)"
"8992","DS","Shooter","Ignition Entertainment","[0.09,0.33)"
"8993","GC","Sports","Midway Games","[0.09,0.33)"
"8994","DS","Role-Playing","Namco Bandai Games","[0.09,0.33)"
"8995","XB","Action","Microsoft Game Studios","[0.09,0.33)"
"8996","PSP","Role-Playing","Falcom Corporation","[0.09,0.33)"
"8997","PS2","Role-Playing","Ghostlight","[0.09,0.33)"
"8998","PSP","Platform","Capcom","[0.09,0.33)"
"8999","PS2","Adventure","Ubisoft","[0.09,0.33)"
"9000","PS2","Fighting","Titus","[0.09,0.33)"
"9001","DS","Misc","Namco Bandai Games","[0.09,0.33)"
"9002","PSV","Action","Tecmo Koei","[0.09,0.33)"
"9003","GBA","Sports","Konami Digital Entertainment","[0.09,0.33)"
"9004","XB","Racing","Midway Games","[0.09,0.33)"
"9005","GEN","Role-Playing","Game Arts","[0.09,0.33)"
"9006","DS","Platform","Warner Bros. Interactive Entertainment","[0.09,0.33)"
"9007","PS","Puzzle","Empire Interactive","[0.09,0.33)"
"9008","3DS","Sports","Kadokawa Shoten","[0.09,0.33)"
"9009","3DS","Action","D3Publisher","[0.09,0.33)"
"9010","PSV","Role-Playing","Nippon Ichi Software","[0.09,0.33)"
"9011","PS","Sports","Gremlin Interactive Ltd","[0.09,0.33)"
"9012","PS2","Shooter","Activision","[0.09,0.33)"
"9013","PS2","Action","Disney Interactive Studios","[0.09,0.33)"
"9014","GB","Adventure","Media Factory","[0.09,0.33)"
"9015","SCD","Strategy","Sega","[0.09,0.33)"
"9016","GBA","Platform","Ubisoft","[0.09,0.33)"
"9017","PS2","Action","Wanadoo","[0.09,0.33)"
"9018","PS","Action","Sony Computer Entertainment","[0.09,0.33)"
"9019","Wii","Action","THQ","[0.09,0.33)"
"9020","DS","Simulation","Nobilis","[0.09,0.33)"
"9021","DS","Puzzle","Zoo Games","[0.09,0.33)"
"9022","X360","Racing","Konami Digital Entertainment","[0.09,0.33)"
"9023","DS","Adventure","Nintendo","[0.09,0.33)"
"9024","PS2","Role-Playing","505 Games","[0.09,0.33)"
"9025","Wii","Action","Atari","[0.09,0.33)"
"9026","GC","Action","THQ","[0.09,0.33)"
"9027","PS2","Action","Electronic Arts","[0.09,0.33)"
"9028","PS2","Platform","TDK Mediactive","[0.09,0.33)"
"9029","DS","Role-Playing","Namco Bandai Games","[0.09,0.33)"
"9030","PS3","Action","Tecmo Koei","[0.09,0.33)"
"9031","Wii","Misc","SouthPeak Games","[0.09,0.33)"
"9032","PS","Racing","Psygnosis","[0.09,0.33)"
"9033","XOne","Action","Bethesda Softworks","[0.09,0.33)"
"9034","GBA","Platform","Infogrames","[0.09,0.33)"
"9035","PSP","Action","Electronic Arts","[0.09,0.33)"
"9036","PC","Role-Playing","Electronic Arts","[0.09,0.33)"
"9037","DS","Puzzle","UFO Interactive","[0.09,0.33)"
"9038","PSV","Action","Disney Interactive Studios","[0.09,0.33)"
"9039","PS","Fighting","Acclaim Entertainment","[0.09,0.33)"
"9040","DS","Racing","Ubisoft","[0.09,0.33)"
"9041","Wii","Misc","System 3 Arcade Software","[0.09,0.33)"
"9042","PS2","Adventure","Codemasters","[0.09,0.33)"
"9043","DS","Action","Activision","[0.09,0.33)"
"9044","PS2","Adventure","THQ","[0.09,0.33)"
"9045","PS2","Role-Playing","Tecmo Koei","[0.09,0.33)"
"9046","X360","Action","Eidos Interactive","[0.09,0.33)"
"9047","PC","Shooter","505 Games","[0.09,0.33)"
"9048","PS","Racing","THQ","[0.09,0.33)"
"9049","PSP","Action","Spike","[0.09,0.33)"
"9050","DS","Action","Warner Bros. Interactive Entertainment","[0.09,0.33)"
"9051","GC","Simulation","Nintendo","[0.09,0.33)"
"9052","GBA","Misc","Activision","[0.09,0.33)"
"9053","GB","Role-Playing","Enix Corporation","[0.09,0.33)"
"9054","PS2","Puzzle","Mindscape","[0.09,0.33)"
"9055","Wii","Action","THQ","[0.09,0.33)"
"9056","PC","Strategy","Ubisoft","[0.09,0.33)"
"9057","PSP","Racing","Xplosiv","[0.09,0.33)"
"9058","PS","Action","Namco Bandai Games","[0.09,0.33)"
"9059","PS","Strategy","SquareSoft","[0.09,0.33)"
"9060","PSP","Misc","505 Games","[0.09,0.33)"
"9061","GC","Sports","Electronic Arts","[0.09,0.33)"
"9062","3DS","Platform","Nippon Ichi Software","[0.09,0.33)"
"9063","PC","Shooter","Electronic Arts","[0.09,0.33)"
"9064","DS","Sports","Arc System Works","[0.09,0.33)"
"9065","Wii","Fighting","Ubisoft","[0.09,0.33)"
"9066","PS3","Role-Playing","Compile Heart","[0.09,0.33)"
"9067","PS3","Racing","Black Bean Games","[0.09,0.33)"
"9068","DC","Fighting","Eidos Interactive","[0.09,0.33)"
"9069","PS2","Sports","3DO","[0.09,0.33)"
"9070","DS","Role-Playing","Eidos Interactive","[0.09,0.33)"
"9071","PSP","Adventure","Broccoli","[0.09,0.33)"
"9072","3DS","Action","Marvelous Entertainment","[0.09,0.33)"
"9073","PS2","Misc","Codemasters","[0.09,0.33)"
"9074","DS","Simulation","Majesco Entertainment","[0.09,0.33)"
"9075","PSP","Role-Playing","Namco Bandai Games","[0.09,0.33)"
"9076","XB","Action","Atari","[0.09,0.33)"
"9077","PC","Role-Playing","LucasArts","[0.09,0.33)"
"9078","XB","Sports","Electronic Arts","[0.09,0.33)"
"9079","XB","Sports","Sega","[0.09,0.33)"
"9080","PSP","Role-Playing","Acquire","[0.09,0.33)"
"9081","DS","Action","D3Publisher","[0.09,0.33)"
"9082","Wii","Simulation","Unknown","[0.09,0.33)"
"9083","PSP","Role-Playing","Namco Bandai Games","[0.09,0.33)"
"9084","Wii","Misc","Ubisoft","[0.09,0.33)"
"9085","DS","Role-Playing","GungHo","[0.09,0.33)"
"9086","GBA","Shooter","Activision","[0.09,0.33)"
"9087","PS3","Action","Namco Bandai Games","[0.09,0.33)"
"9088","PS3","Role-Playing","Ubisoft Annecy","[0.09,0.33)"
"9089","PS","Action","Acclaim Entertainment","[0.09,0.33)"
"9090","PS2","Misc","Sony Computer Entertainment","[0.09,0.33)"
"9091","PSP","Role-Playing","Atlus","[0.09,0.33)"
"9092","XB","Racing","Sega","[0.09,0.33)"
"9093","PS3","Action","Capcom","[0.09,0.33)"
"9094","DC","Fighting","Virgin Interactive","[0.09,0.33)"
"9095","XB","Action","Eidos Interactive","[0.09,0.33)"
"9096","PS","Role-Playing","SquareSoft","[0.09,0.33)"
"9097","DS","Fighting","D3Publisher","[0.09,0.33)"
"9098","PS","Shooter","Sony Computer Entertainment","[0.09,0.33)"
"9099","PS2","Puzzle","Empire Interactive","[0.09,0.33)"
"9100","PSP","Sports","Sony Computer Entertainment","[0.09,0.33)"
"9101","GBA","Role-Playing","Konami Digital Entertainment","[0.09,0.33)"
"9102","PSP","Sports","Takara Tomy","[0.09,0.33)"
"9103","XB","Sports","Midway Games","[0.09,0.33)"
"9104","3DS","Action","Nippon Columbia","[0.09,0.33)"
"9105","PS2","Adventure","Electronic Arts","[0.09,0.33)"
"9106","PS2","Action","Acclaim Entertainment","[0.09,0.33)"
"9107","2600","Action","Atari","[0.09,0.33)"
"9108","GB","Role-Playing","Konami Digital Entertainment","[0.09,0.33)"
"9109","PC","Role-Playing","Deep Silver","[0.09,0.33)"
"9110","DS","Action","D3Publisher","[0.09,0.33)"
"9111","GBA","Platform","Infogrames","[0.09,0.33)"
"9112","PS2","Action","Take-Two Interactive","[0.09,0.33)"
"9113","WiiU","Action","Ubisoft","[0.09,0.33)"
"9114","DS","Puzzle","Nintendo","[0.09,0.33)"
"9115","DS","Adventure","Zoo Digital Publishing","[0.09,0.33)"
"9116","XB","Platform","THQ","[0.09,0.33)"
"9117","DS","Racing","THQ","[0.09,0.33)"
"9118","DS","Simulation","Touchstone","[0.09,0.33)"
"9119","DS","Action","Zoo Digital Publishing","[0.09,0.33)"
"9120","GC","Shooter","Electronic Arts","[0.09,0.33)"
"9121","GC","Action","THQ","[0.09,0.33)"
"9122","PS2","Sports","Activision Value","[0.09,0.33)"
"9123","PS","Adventure","Sunsoft","[0.09,0.33)"
"9124","DS","Role-Playing","Tomy Corporation","[0.09,0.33)"
"9125","PS","Racing","Sony Computer Entertainment","[0.09,0.33)"
"9126","PS","Strategy","General Entertainment","[0.09,0.33)"
"9127","3DS","Action","Excalibur Publishing","[0.09,0.33)"
"9128","PS3","Sports","Electronic Arts","[0.09,0.33)"
"9129","PS2","Sports","Sony Computer Entertainment","[0.09,0.33)"
"9130","PSP","Adventure","Acquire","[0.09,0.33)"
"9131","PS","Racing","THQ","[0.09,0.33)"
"9132","PS2","Action","Capcom","[0.09,0.33)"
"9133","X360","Simulation","Ubisoft","[0.09,0.33)"
"9134","PS","Fighting","Namco Bandai Games","[0.09,0.33)"
"9135","XB","Platform","Vivendi Games","[0.09,0.33)"
"9136","DS","Platform","505 Games","[0.09,0.33)"
"9137","PC","Action","Square Enix","[0.09,0.33)"
"9138","PS2","Role-Playing","Banpresto","[0.09,0.33)"
"9139","PSP","Strategy","Electronic Arts","[0.09,0.33)"
"9140","X360","Action","SouthPeak Games","[0.09,0.33)"
"9141","PS2","Sports","Sony Computer Entertainment","[0.09,0.33)"
"9142","PS2","Shooter","Play It","[0.09,0.33)"
"9143","PSP","Strategy","Namco Bandai Games","[0.09,0.33)"
"9144","X360","Action","Activision","[0.09,0.33)"
"9145","WiiU","Action","Ubisoft","[0.09,0.33)"
"9146","PS3","Sports","Ubisoft","[0.09,0.33)"
"9147","PS","Sports","Sony Computer Entertainment","[0.09,0.33)"
"9148","PS3","Misc","Sony Computer Entertainment","[0.09,0.33)"
"9149","PS","Role-Playing","Sony Computer Entertainment","[0.09,0.33)"
"9150","Wii","Misc","Warner Bros. Interactive Entertainment","[0.09,0.33)"
"9151","PSP","Role-Playing","Nippon Ichi Software","[0.09,0.33)"
"9152","N64","Action","Unknown","[0.09,0.33)"
"9153","N64","Racing","Codemasters","[0.09,0.33)"
"9154","N64","Sports","THQ","[0.09,0.33)"
"9155","GC","Role-Playing","Virgin Interactive","[0.09,0.33)"
"9156","N64","Action","GT Interactive","[0.09,0.33)"
"9157","PS","Role-Playing","Sunsoft","[0.09,0.33)"
"9158","PSV","Fighting","Warner Bros. Interactive Entertainment","[0.09,0.33)"
"9159","PS2","Fighting","Capcom","[0.09,0.33)"
"9160","DS","Misc","Atari","[0.09,0.33)"
"9161","PS2","Shooter","Electronic Arts","[0.09,0.33)"
"9162","X360","Sports","Codemasters","[0.09,0.33)"
"9163","PS","Shooter","Sony Computer Entertainment","[0.09,0.33)"
"9164","GC","Adventure","THQ","[0.09,0.33)"
"9165","DC","Fighting","Acclaim Entertainment","[0.09,0.33)"
"9166","Wii","Sports","Destineer","[0.09,0.33)"
"9167","PS","Sports","Mindscape","[0.09,0.33)"
"9168","PS2","Adventure","Sony Computer Entertainment","[0.09,0.33)"
"9169","X360","Simulation","Ubisoft","[0.09,0.33)"
"9170","PS","Platform","Kemco","[0.09,0.33)"
"9171","PSP","Action","D3Publisher","[0.09,0.33)"
"9172","PS3","Puzzle","Unknown","[0.09,0.33)"
"9173","DS","Racing","Activision","[0.09,0.33)"
"9174","DS","Action","Vivendi Games","[0.09,0.33)"
"9175","GBA","Action","Capcom","[0.09,0.33)"
"9176","XB","Fighting","Atari","[0.09,0.33)"
"9177","3DS","Action","Activision","[0.09,0.33)"
"9178","X360","Action","Vivendi Games","[0.09,0.33)"
"9179","PS2","Racing","Atari","[0.09,0.33)"
"9180","PS","Adventure","Mattel Interactive","[0.09,0.33)"
"9181","GBA","Action","TDK Mediactive","[0.09,0.33)"
"9182","SAT","Adventure","Imadio","[0.09,0.33)"
"9183","Wii","Role-Playing","Rising Star Games","[0.09,0.33)"
"9184","X360","Misc","Microsoft Game Studios","[0.09,0.33)"
"9185","3DS","Action","Capcom","[0.09,0.33)"
"9186","PS","Sports","Acclaim Entertainment","[0.09,0.33)"
"9187","GBA","Platform","Disney Interactive Studios","[0.09,0.33)"
"9188","DS","Sports","Konami Digital Entertainment","[0.09,0.33)"
"9189","XB","Strategy","Take-Two Interactive","[0.09,0.33)"
"9190","XB","Adventure","Swing! Entertainment","[0.09,0.33)"
"9191","PS","Sports","Konami Digital Entertainment","[0.09,0.33)"
"9192","PS3","Sports","Konami Digital Entertainment","[0.09,0.33)"
"9193","XB","Action","Capcom","[0.09,0.33)"
"9194","DS","Action","Mindscape","[0.09,0.33)"
"9195","DS","Misc","Activision","[0.09,0.33)"
"9196","GC","Sports","Midway Games","[0.09,0.33)"
"9197","NG","Fighting","SNK","[0.09,0.33)"
"9198","XOne","Adventure","Telltale Games","[0.09,0.33)"
"9199","DS","Misc","505 Games","[0.09,0.33)"
"9200","PC","Shooter","Take-Two Interactive","[0.09,0.33)"
"9201","X360","Action","Electronic Arts","[0.09,0.33)"
"9202","X360","Misc","Konami Digital Entertainment","[0.09,0.33)"
"9203","PS","Platform","Unknown","[0.09,0.33)"
"9204","Wii","Action","Electronic Arts","[0.09,0.33)"
"9205","XB","Platform","Disney Interactive Studios","[0.09,0.33)"
"9206","PS3","Misc","Unknown","[0.09,0.33)"
"9207","WiiU","Action","Activision","[0.09,0.33)"
"9208","PS","Simulation","Virgin Interactive","[0.09,0.33)"
"9209","X360","Adventure","Ubisoft","[0.09,0.33)"
"9210","Wii","Sports","Konami Digital Entertainment","[0.09,0.33)"
"9211","PSV","Fighting","Sony Computer Entertainment","[0.09,0.33)"
"9212","PS3","Action","Ubisoft Annecy","[0.09,0.33)"
"9213","X360","Sports","Activision Value","[0.09,0.33)"
"9214","DS","Racing","D3Publisher","[0.09,0.33)"
"9215","PS3","Sports","Take-Two Interactive","[0.09,0.33)"
"9216","PS","Puzzle","Virgin Interactive","[0.09,0.33)"
"9217","DS","Strategy","SouthPeak Games","[0.09,0.33)"
"9218","GBA","Action","THQ","[0.09,0.33)"
"9219","GC","Fighting","Namco Bandai Games","[0.09,0.33)"
"9220","PSP","Misc","Oxygen Interactive","[0.09,0.33)"
"9221","PS2","Misc","Sony Music Entertainment","[0.09,0.33)"
"9222","PS","Adventure","Aqua Plus","[0.09,0.33)"
"9223","PSP","Role-Playing","505 Games","[0.09,0.33)"
"9224","TG16","Adventure","NEC","[0.09,0.33)"
"9225","SNES","Platform","Capcom","[0.09,0.33)"
"9226","PS3","Fighting","Atlus","[0.09,0.33)"
"9227","WiiU","Sports","Take-Two Interactive","[0.09,0.33)"
"9228","Wii","Misc","Activision","[0.09,0.33)"
"9229","DS","Action","Konami Digital Entertainment","[0.09,0.33)"
"9230","Wii","Misc","Electronic Arts","[0.09,0.33)"
"9231","PC","Simulation","Paradox Interactive","[0.09,0.33)"
"9232","PSP","Sports","Sega","[0.09,0.33)"
"9233","PSP","Misc","Sony Computer Entertainment","[0.09,0.33)"
"9234","GC","Sports","Electronic Arts","[0.09,0.33)"
"9235","GC","Racing","Ubisoft","[0.09,0.33)"
"9236","PSP","Misc","Sony Computer Entertainment","[0.09,0.33)"
"9237","GC","Racing","Vivendi Games","[0.09,0.33)"
"9238","PS3","Action","SouthPeak Games","[0.09,0.33)"
"9239","PS2","Sports","Namco Bandai Games","[0.09,0.33)"
"9240","X360","Shooter","Activision","[0.09,0.33)"
"9241","PSP","Role-Playing","Nippon Ichi Software","[0.09,0.33)"
"9242","PS","Action","Sony Computer Entertainment","[0.09,0.33)"
"9243","DS","Puzzle","Sega","[0.09,0.33)"
"9244","3DS","Sports","Namco Bandai Games","[0.09,0.33)"
"9245","PSP","Puzzle","505 Games","[0.09,0.33)"
"9246","DS","Puzzle","Scholastic Inc.","[0.09,0.33)"
"9247","GBA","Role-Playing","Atari","[0.09,0.33)"
"9248","DS","Simulation","Electronic Arts","[0.09,0.33)"
"9249","Wii","Misc","Ubisoft","[0.09,0.33)"
"9250","DS","Misc","Brash Entertainment","[0.09,0.33)"
"9251","PC","Action","Ubisoft","[0.09,0.33)"
"9252","X360","Puzzle","Unknown","[0.09,0.33)"
"9253","DS","Racing","Electronic Arts","[0.09,0.33)"
"9254","PC","Action","Capcom","[0.09,0.33)"
"9255","X360","Misc","Take-Two Interactive","[0.09,0.33)"
"9256","Wii","Action","Midway Games","[0.09,0.33)"
"9257","PS","Shooter","THQ","[0.09,0.33)"
"9258","SAT","Racing","Sega","[0.09,0.33)"
"9259","Wii","Sports","Take-Two Interactive","[0.09,0.33)"
"9260","XB","Fighting","Capcom","[0.09,0.33)"
"9261","PS2","Fighting","Sega","[0.09,0.33)"
"9262","PS4","Action","PQube","[0.09,0.33)"
"9263","PS3","Adventure","Atari","[0.09,0.33)"
"9264","PS3","Shooter","Bethesda Softworks","[0.09,0.33)"
"9265","PS3","Misc","Sony Computer Entertainment Europe","[0.09,0.33)"
"9266","PS3","Misc","Deep Silver","[0.09,0.33)"
"9267","GBA","Action","Hip Interactive","[0.09,0.33)"
"9268","X360","Action","THQ","[0.09,0.33)"
"9269","DS","Adventure","City Interactive","[0.09,0.33)"
"9270","DS","Simulation","THQ","[0.09,0.33)"
"9271","DS","Action","Electronic Arts","[0.09,0.33)"
"9272","PSV","Sports","Sega","[0.09,0.33)"
"9273","3DS","Misc","Rising Star Games","[0.09,0.33)"
"9274","PSV","Puzzle","Namco Bandai Games","[0.09,0.33)"
"9275","X360","Racing","THQ","[0.09,0.33)"
"9276","PS","Strategy","Tecmo Koei","[0.09,0.33)"
"9277","DS","Role-Playing","Sega","[0.09,0.33)"
"9278","Wii","Simulation","JoWood Productions","[0.09,0.33)"
"9279","GBA","Racing","LEGO Media","[0.09,0.33)"
"9280","Wii","Puzzle","Avanquest","[0.09,0.33)"
"9281","PSP","Strategy","Konami Digital Entertainment","[0.09,0.33)"
"9282","DS","Misc","Ubisoft","[0.09,0.33)"
"9283","DS","Puzzle","DreamCatcher Interactive","[0.09,0.33)"
"9284","Wii","Racing","Ubisoft","[0.09,0.33)"
"9285","DS","Puzzle","Nintendo","[0.09,0.33)"
"9286","PS2","Sports","Konami Digital Entertainment","[0.09,0.33)"
"9287","PS2","Sports","Electronic Arts","[0.09,0.33)"
"9288","GBA","Racing","THQ","[0.09,0.33)"
"9289","PSV","Sports","Sony Computer Entertainment America","[0.09,0.33)"
"9290","PC","Role-Playing","Electronic Arts","[0.09,0.33)"
"9291","X360","Misc","Warner Bros. Interactive Entertainment","[0.09,0.33)"
"9292","XB","Sports","Acclaim Entertainment","[0.09,0.33)"
"9293","PS3","Role-Playing","Sega","[0.09,0.33)"
"9294","PS2","Sports","Sony Computer Entertainment","[0.09,0.33)"
"9295","PS","Misc","Sony Computer Entertainment","[0.09,0.33)"
"9296","DS","Sports","Deep Silver","[0.09,0.33)"
"9297","Wii","Simulation","Majesco Entertainment","[0.09,0.33)"
"9298","XB","Racing","Atari","[0.09,0.33)"
"9299","DS","Strategy","Namco Bandai Games","[0.09,0.33)"
"9300","GBA","Action","Ubisoft","[0.09,0.33)"
"9301","PS2","Shooter","Sony Computer Entertainment","[0.09,0.33)"
"9302","Wii","Puzzle","Nintendo","[0.09,0.33)"
"9303","DS","Platform","Ubisoft","[0.09,0.33)"
"9304","PS","Fighting","Virgin Interactive","[0.09,0.33)"
"9305","PC","Shooter","Electronic Arts","[0.09,0.33)"
"9306","WiiU","Action","Warner Bros. Interactive Entertainment","[0.09,0.33)"
"9307","X360","Role-Playing","Focus Home Interactive","[0.09,0.33)"
"9308","PSP","Misc","505 Games","[0.09,0.33)"
"9309","PS","Action","Acclaim Entertainment","[0.09,0.33)"
"9310","PS","Sports","Acclaim Entertainment","[0.09,0.33)"
"9311","GBA","Platform","Disney Interactive Studios","[0.09,0.33)"
"9312","Wii","Shooter","Activision","[0.09,0.33)"
"9313","DS","Simulation","Ubisoft","[0.09,0.33)"
"9314","XOne","Sports","Konami Digital Entertainment","[0.09,0.33)"
"9315","PC","Shooter","Tripwire Interactive","[0.09,0.33)"
"9316","GC","Sports","Electronic Arts","[0.09,0.33)"
"9317","Wii","Misc","THQ","[0.09,0.33)"
"9318","Wii","Shooter","Ubisoft","[0.09,0.33)"
"9319","DS","Action","Activision","[0.09,0.33)"
"9320","PS2","Sports","Eidos Interactive","[0.09,0.33)"
"9321","XB","Sports","Sega","[0.09,0.33)"
"9322","Wii","Adventure","Ubisoft","[0.09,0.33)"
"9323","DS","Sports","Activision","[0.09,0.33)"
"9324","XB","Strategy","Activision","[0.09,0.33)"
"9325","XB","Fighting","Acclaim Entertainment","[0.09,0.33)"
"9326","PSP","Role-Playing","Namco Bandai Games","[0.09,0.33)"
"9327","PSP","Action","Nihon Falcom Corporation","[0.09,0.33)"
"9328","DS","Sports","THQ","[0.09,0.33)"
"9329","DS","Misc","Ubisoft","[0.09,0.33)"
"9330","DS","Misc","Ubisoft","[0.09,0.33)"
"9331","PS3","Shooter","Atari","[0.09,0.33)"
"9332","XB","Racing","Midway Games","[0.09,0.33)"
"9333","Wii","Misc","Ubisoft","[0.09,0.33)"
"9334","PS","Sports","Infogrames","[0.09,0.33)"
"9335","PS2","Role-Playing","Square Enix","[0.09,0.33)"
"9336","GBA","Shooter","Electronic Arts","[0.09,0.33)"
"9337","PS3","Strategy","Tecmo Koei","[0.09,0.33)"
"9338","3DS","Action","Rocket Company","[0.09,0.33)"
"9339","PS","Action","GT Interactive","[0.09,0.33)"
"9340","PS","Platform","Konami Digital Entertainment","[0.09,0.33)"
"9341","PS2","Adventure","Banpresto","[0.09,0.33)"
"9342","Wii","Sports","Konami Digital Entertainment","[0.09,0.33)"
"9343","X360","Sports","Take-Two Interactive","[0.09,0.33)"
"9344","Wii","Role-Playing","Sting","[0.09,0.33)"
"9345","GBA","Platform","Ubisoft","[0.09,0.33)"
"9346","Wii","Action","Majesco Entertainment","[0.09,0.33)"
"9347","PS2","Action","Konami Digital Entertainment","[0.09,0.33)"
"9348","Wii","Sports","Deep Silver","[0.09,0.33)"
"9349","PS2","Misc","D3Publisher","[0.09,0.33)"
"9350","PS2","Misc","Gathering of Developers","[0.09,0.33)"
"9351","PS2","Action","Banpresto","[0.09,0.33)"
"9352","XB","Action","Activision","[0.09,0.33)"
"9353","PSP","Role-Playing","Konami Digital Entertainment","[0.09,0.33)"
"9354","GBA","Sports","Sega","[0.09,0.33)"
"9355","PS2","Fighting","Atari","[0.09,0.33)"
"9356","DS","Misc","Atari","[0.09,0.33)"
"9357","PS3","Sports","Take-Two Interactive","[0.09,0.33)"
"9358","PS2","Sports","Konami Digital Entertainment","[0.09,0.33)"
"9359","DS","Misc","Atari","[0.09,0.33)"
"9360","DS","Puzzle","Zoo Digital Publishing","[0.09,0.33)"
"9361","3DS","Platform","Yacht Club Games","[0.09,0.33)"
"9362","PSV","Misc","Namco Bandai Games","[0.09,0.33)"
"9363","GBA","Misc","Zoo Digital Publishing","[0.09,0.33)"
"9364","DS","Role-Playing","Spike","[0.09,0.33)"
"9365","3DS","Racing","D3Publisher","[0.09,0.33)"
"9366","PS","Strategy","Sony Computer Entertainment","[0.09,0.33)"
"9367","PS2","Simulation","Bethesda Softworks","[0.09,0.33)"
"9368","XB","Platform","THQ","[0.09,0.33)"
"9369","X360","Fighting","505 Games","[0.09,0.33)"
"9370","XOne","Action","Activision","[0.09,0.33)"
"9371","PC","Action","SCS Software","[0.09,0.33)"
"9372","XOne","Action","Capcom","[0.09,0.33)"
"9373","WiiU","Action","Activision","[0.09,0.33)"
"9374","PS2","Role-Playing","Konami Digital Entertainment","[0.09,0.33)"
"9375","DS","Action","Ubisoft","[0.09,0.33)"
"9376","DS","Misc","Sega","[0.09,0.33)"
"9377","PS","Role-Playing","Konami Digital Entertainment","[0.09,0.33)"
"9378","X360","Fighting","Konami Digital Entertainment","[0.09,0.33)"
"9379","Wii","Action","Activision","[0.09,0.33)"
"9380","PS2","Misc","Sony Computer Entertainment","[0.09,0.33)"
"9381","DS","Action","Activision","[0.09,0.33)"
"9382","Wii","Role-Playing","Nippon Ichi Software","[0.09,0.33)"
"9383","DS","Role-Playing","Tecmo Koei","[0.09,0.33)"
"9384","PS","Sports","Midway Games","[0.09,0.33)"
"9385","DS","Misc","Namco Bandai Games","[0.09,0.33)"
"9386","PS2","Role-Playing","Atlus","[0.09,0.33)"
"9387","PS2","Sports","Take-Two Interactive","[0.09,0.33)"
"9388","X360","Role-Playing","DTP Entertainment","[0.09,0.33)"
"9389","DS","Platform","Disney Interactive Studios","[0.09,0.33)"
"9390","WiiU","Shooter","Activision","[0.09,0.33)"
"9391","XB","Action","Kemco","[0.09,0.33)"
"9392","PS","Sports","Midway Games","[0.09,0.33)"
"9393","XB","Sports","Atari","[0.09,0.33)"
"9394","PS3","Sports","Bigben Interactive","[0.09,0.33)"
"9395","PS2","Sports","Sony Computer Entertainment","[0.09,0.33)"
"9396","PS","Racing","THQ","[0.09,0.33)"
"9397","X360","Shooter","Activision","[0.09,0.33)"
"9398","PS2","Action","3DO","[0.09,0.33)"
"9399","PSP","Misc","Ubisoft","[0.09,0.33)"
"9400","XB","Misc","Ubisoft","[0.09,0.33)"
"9401","DS","Platform","Activision","[0.09,0.33)"
"9402","X360","Racing","Tecmo Koei","[0.09,0.33)"
"9403","XB","Action","Atari","[0.09,0.33)"
"9404","PSP","Role-Playing","Acquire","[0.09,0.33)"
"9405","Wii","Shooter","505 Games","[0.09,0.33)"
"9406","PS","Sports","Ubisoft","[0.09,0.33)"
"9407","3DS","Adventure","Activision","[0.09,0.33)"
"9408","GC","Sports","Electronic Arts","[0.09,0.33)"
"9409","PS","Adventure","Eidos Interactive","[0.09,0.33)"
"9410","PS3","Misc","Warner Bros. Interactive Entertainment","[0.09,0.33)"
